nwp_globalirrad,nwp_directirrad,nwp_temperature,nwp_humidity,nwp_windspeed,lmd_diffuseirrad,lmd_pressure,lmd_totalirrad,lmd_temperature,date_time,predicted_pv,predicted_load,demand,predicted_USEP,predicted_cost
2.165,2.815,29.57,75.24,2.29,1.15,100.605,2.165,29.57,2021-10-29 13:30:00,6.5479492e-12,17.431292,6706.712,87.13741038018172,1518.9176444602078
1.82,2.52,29.55,75.34,2.31,1.03,100.57,1.82,29.55,2021-10-29 14:00:00,9.511668e-12,17.465443,6727.278,81.3962461969998,1421.6214983668926
1.515,2.13,29.455,75.995,2.295,1.005,100.56,1.515,29.455,2021-10-29 14:30:00,6.6091403e-13,17.62992,6671.355,71.66616704980153,1263.4687917945896
1.21,1.74,29.36,76.65,2.28,0.98,100.55,1.21,29.36,2021-10-29 15:00:00,1.0584284e-12,17.70637,6693.536,71.44900233286562,1265.1024714365062
0.89,1.3,29.18,77.92,2.245,0.7,100.565,0.89,29.18,2021-10-29 15:30:00,4.4992305e-11,17.736736,6725.568,98.80376933600643,1752.456372513196
0.57,0.86,29.0,79.19,2.21,0.42,100.58,0.57,29.0,2021-10-29 16:00:00,2.4655347e-11,17.843094,6729.266,80.75456375056703,1440.9112719283692
0.34,0.495,28.58,81.415,2.085,0.27,100.605,0.34,28.58,2021-10-29 16:30:00,9.148817e-12,18.008879,6683.79,71.68715591320417,1291.0053166943726
0.11,0.13,28.16,83.64,1.96,0.12,100.63,0.11,28.16,2021-10-29 17:00:00,7.2631415e-12,18.118446,6609.325,79.60327183134129,1442.2875820989
0.055,0.065,27.735,85.73,1.835,0.06,100.66,0.055,27.735,2021-10-29 17:30:00,3.2798812e-11,18.17309,6497.713,69.91035878737875,1270.487242173032
0.0,0.0,27.31,87.82,1.71,0.0,100.69,0.0,27.31,2021-10-29 18:00:00,2.9994954e-11,18.1398,6422.632,69.90741486191313,1268.1065241100348
0.0,0.0,27.205,88.0,1.71,0.0,100.73,0.0,27.205,2021-10-29 18:30:00,2.0165592e-12,18.1398,6422.259,68.58584177668368,1244.1334526605483
0.0,0.0,27.1,88.18,1.71,0.0,100.77,0.0,27.1,2021-10-29 19:00:00,3.4980908e-13,15.837141,6447.094,74.08826592751028,1173.3463139394503
0.0,0.0,27.03,88.285,1.71,0.0,100.805,0.0,27.03,2021-10-29 19:30:00,2.0177289e-12,15.871676,6438.272,71.64061796099772,1137.056676716592
0.0,0.0,26.96,88.39,1.71,0.0,100.84,0.0,26.96,2021-10-29 20:00:00,6.5074972e-12,17.516209,6395.038,70.707764576881,1238.5319822509841
0.0,0.0,26.895,88.415,1.705,0.0,100.86,0.0,26.895,2021-10-29 20:30:00,2.223998e-12,17.516209,6354.717,74.09108442629724,1297.7949198475028
0.0,0.0,26.83,88.44,1.7,0.0,100.88,0.0,26.83,2021-10-29 21:00:00,1.9056456e-12,17.240648,6273.919,77.62980418551773,1338.38812827129
0.0,0.0,26.775,88.315,1.67,0.0,100.88,0.0,26.775,2021-10-29 21:30:00,6.420097e-13,17.002178,6138.571,75.02448660399476,1275.5796755996862
0.0,0.0,26.72,88.19,1.64,0.0,100.88,0.0,26.72,2021-10-29 22:00:00,7.136953e-12,16.836819,5989.596,68.77446958983039,1157.9432963044876
0.0,0.0,26.685,87.885,1.6,0.0,100.865,0.0,26.685,2021-10-29 22:30:00,3.6031568e-12,16.784004,5851.499,62.51480830136711,1049.2487925891535
0.0,0.0,26.65,87.58,1.56,0.0,100.85,0.0,26.65,2021-10-29 23:00:00,4.5060383e-12,16.693626,5711.161,61.66445457228161,1029.4033421233814
0.0,0.0,26.65,86.99,1.505,0.0,100.82,0.0,26.65,2021-10-29 23:30:00,1.0693419e-11,16.771105,5574.277,59.64443952858143,1000.3031579993517
0.0,0.0,26.65,86.4,1.45,0.0,100.79,0.0,26.65,2021-10-30 00:00:00,2.5515665e-13,16.981384,5442.925,62.130232553848685,1055.0573370061893
0.0,0.0,26.685,85.65,1.37,0.0,100.755,0.0,26.685,2021-10-30 00:30:00,3.766033e-13,16.98034,5343.709,59.910673405536514,1017.3036040549455
0.0,0.0,26.72,84.9,1.29,0.0,100.72,0.0,26.72,2021-10-30 01:00:00,5.6581805e-12,16.351156,5259.905,58.68567887559556,959.5786902604355
0.0,0.0,26.765,84.185,1.195,0.0,100.695,0.0,26.765,2021-10-30 01:30:00,4.3779026e-12,16.795635,5180.002,58.19185963266854,977.3692343612802
0.0,0.0,26.81,83.47,1.1,0.0,100.67,0.0,26.81,2021-10-30 02:00:00,4.9971954e-12,16.290699,5130.104,56.995488024061274,928.496339757802
0.0,0.0,26.855,82.86,1.02,0.0,100.66,0.0,26.855,2021-10-30 02:30:00,1.3077908e-11,16.510715,5090.488,56.198183621220494,927.8721932869047
0.0,0.0,26.9,82.25,0.94,0.0,100.65,0.0,26.9,2021-10-30 03:00:00,8.3453394e-13,16.071735,5060.23,51.91780666415727,834.4092304875263
0.0,0.0,26.88,82.155,0.91,0.0,100.66,0.0,26.88,2021-10-30 03:30:00,1.4155594e-11,16.071735,5032.96,48.0864555388149,772.8327705084347
0.0,0.0,26.86,82.06,0.88,0.0,100.67,0.0,26.86,2021-10-30 04:00:00,3.126898e-11,15.5245285,5036.017,47.70233615724033,740.5562771881664
0.0,0.0,26.775,82.56,0.93,0.0,100.695,0.0,26.775,2021-10-30 04:30:00,7.4128496e-13,15.5245285,5056.284,51.42612470695964,798.366338657711
0.0,0.0,26.69,83.06,0.98,0.0,100.72,0.0,26.69,2021-10-30 05:00:00,5.5038363e-13,15.667292,5125.243,55.96865129210054,876.8772026394856
0.135,0.17,26.69,84.34,1.035,0.135,100.76,0.135,26.69,2021-10-30 05:30:00,1.6626599e-12,15.6309185,5283.438,58.12383275107573,908.5288926395989
0.27,0.34,26.69,85.62,1.09,0.27,100.8,0.27,26.69,2021-10-30 06:00:00,1.6372832e-11,15.673562,5458.536,59.71295736572691,935.9147394740997
0.565,0.705,27.18,84.93,1.295,0.435,100.845,0.565,27.18,2021-10-30 06:30:00,3.9692655e-13,16.145668,5625.111,63.105962758439034,1018.8879235180958
0.86,1.07,27.67,84.24,1.5,0.6,100.89,0.86,27.67,2021-10-30 07:00:00,1.8931334e-11,13.667958,5809.716,61.316029544467696,838.0649165393829
1.22,1.49,28.135,81.56,1.635,0.795,100.925,1.22,28.135,2021-10-30 07:30:00,5.4360325e-13,13.64567,6050.21,61.42427201108761,838.1753458535045
1.58,1.91,28.6,78.88,1.77,0.99,100.96,1.58,28.6,2021-10-30 08:00:00,6.032055e-13,15.768349,6263.87,68.01078612080066,1072.4178113171
1.89,2.3,28.88,77.175,1.875,1.235,100.965,1.89,28.88,2021-10-30 08:30:00,5.063998e-11,15.902213,6408.785,67.65145547151738,1075.8078546646589
2.2,2.69,29.16,75.47,1.98,1.48,100.97,2.2,29.16,2021-10-30 09:00:00,4.2877026e-12,16.163227,6506.774,70.42546822759321,1138.3028295435747
2.435,2.94,29.46,74.475,1.98,1.495,100.95,2.435,29.46,2021-10-30 09:30:00,1.8181437e-12,16.375395,6587.069,71.03740774618481,1163.265611619707
2.67,3.19,29.76,73.48,1.98,1.51,100.93,2.67,29.76,2021-10-30 10:00:00,4.0385165e-12,16.635433,6631.784,70.43361763275017,1171.6937270769495
2.7,3.305,30.005,72.58,1.89,1.46,100.89,2.7,30.005,2021-10-30 10:30:00,4.3681937e-12,16.750961,6647.151,70.06121474348357,1173.5926757804123
2.73,3.42,30.25,71.68,1.8,1.41,100.85,2.73,30.25,2021-10-30 11:00:00,1.9485607e-12,16.84865,6641.351,71.9905369670611,1212.9433606699338
2.65,3.39,30.34,71.06,1.69,1.395,100.8,2.65,30.34,2021-10-30 11:30:00,2.4197165e-14,16.955324,6597.173,69.58146666673007,1179.7763117296067
2.57,3.36,30.43,70.44,1.58,1.38,100.75,2.57,30.43,2021-10-30 12:00:00,3.344748e-12,16.88258,6550.127,71.82738680141306,1212.63160386556
2.31,3.185,30.385,70.195,1.47,1.25,100.71,2.31,30.385,2021-10-30 12:30:00,1.6625054e-11,16.783487,6556.106,68.97951941472628,1157.7168673621593
2.05,3.01,30.34,69.95,1.36,1.12,100.67,2.05,30.34,2021-10-30 13:00:00,1.7366528e-12,16.598835,6614.846,71.43336266940285,1185.7106004444536
1.65,2.72,30.185,70.225,1.26,0.91,100.645,1.65,30.185,2021-10-30 13:30:00,1.5102727e-12,16.602638,6645.283,78.51403537061098,1303.5401071773313
1.25,2.43,30.03,70.5,1.16,0.7,100.62,1.25,30.03,2021-10-30 14:00:00,4.144909e-11,16.751898,6659.05,79.79063409828599,1336.6445637665017
1.005,2.05,29.895,71.405,1.085,0.545,100.615,1.005,29.895,2021-10-30 14:30:00,1.8035348e-11,16.751898,6664.094,81.4047374795162,1363.6838589721644
0.76,1.67,29.76,72.31,1.01,0.39,100.61,0.76,29.76,2021-10-30 15:00:00,3.3116368e-12,16.84515,6679.834,83.5583666689225,1407.5532202927232
0.57,1.245,29.56,73.82,0.98,0.32,100.63,0.57,29.56,2021-10-30 15:30:00,6.8148967e-12,16.876633,6690.862,80.37292442087355,1356.4243485872728
0.38,0.82,29.36,75.33,0.95,0.25,100.65,0.38,29.36,2021-10-30 16:00:00,3.1939436e-12,17.144585,6662.588,79.91624859669571,1370.130916946925
0.23,0.47,28.93,77.23,0.99,0.17,100.675,0.23,28.93,2021-10-30 16:30:00,1.4572912e-11,17.449791,6640.959,74.60234525377165,1301.79533278707
0.08,0.12,28.5,79.13,1.03,0.09,100.7,0.08,28.5,2021-10-30 17:00:00,4.4560883e-13,17.452168,6560.584,69.20132234093137,1207.7131033160567
0.04,0.06,28.13,82.005,1.015,0.045,100.735,0.04,28.13,2021-10-30 17:30:00,4.33592e-12,17.476297,6470.135,71.2872310751868,1245.8368225772847
0.0,0.0,27.76,84.88,1.0,0.0,100.77,0.0,27.76,2021-10-30 18:00:00,3.143113e-12,17.53464,6410.465,70.15832721863312,1230.2010107807123
0.0,0.0,27.61,85.38,1.07,0.0,100.805,0.0,27.61,2021-10-30 18:30:00,6.685162e-12,17.63258,6413.631,68.60509546653219,1209.6848342208075
0.0,0.0,27.46,85.88,1.14,0.0,100.84,0.0,27.46,2021-10-30 19:00:00,4.4231337e-12,15.477888,6402.165,74.45214476254948,1152.361957994198
0.0,0.0,27.335,86.38,1.215,0.0,100.86,0.0,27.335,2021-10-30 19:30:00,1.3212136e-12,15.477888,6376.003,79.09587399721839,1224.237078990954
0.0,0.0,27.21,86.88,1.29,0.0,100.88,0.0,27.21,2021-10-30 20:00:00,1.7902088e-12,17.701586,6338.171,81.58977251525107,1444.2683748990069
0.0,0.0,27.095,87.425,1.365,0.0,100.88,0.0,27.095,2021-10-30 20:30:00,6.451894e-12,17.931253,6301.587,80.57204221130544,1444.7576736170777
0.0,0.0,26.98,87.97,1.44,0.0,100.88,0.0,26.98,2021-10-30 21:00:00,1.0966499e-12,17.936167,6238.344,77.33997225840984,1387.1826582021213
0.0,0.0,26.855,88.565,1.53,0.0,100.87,0.0,26.855,2021-10-30 21:30:00,1.6331125e-12,17.993315,6114.169,70.72730668349097,1272.6187082575425
0.0,0.0,26.73,89.16,1.62,0.0,100.86,0.0,26.73,2021-10-30 22:00:00,7.814793e-12,17.73236,6010.395,68.68975867533108,1218.031529143557
0.0,0.0,26.615,89.68,1.69,0.0,100.835,0.0,26.615,2021-10-30 22:30:00,1.0203649e-12,17.48143,5914.713,70.06116903416684,1224.7694221888837
0.0,0.0,26.5,90.2,1.76,0.0,100.81,0.0,26.5,2021-10-30 23:00:00,3.3486035e-12,17.481968,5802.659,67.53786346787807,1180.694767933587
0.0,0.0,26.39,90.64,1.78,0.0,100.775,0.0,26.39,2021-10-30 23:30:00,1.5060239e-12,17.3375,5693.1,65.64219632244549,1138.0715787402996
0.0,0.0,26.28,91.08,1.8,0.0,100.74,0.0,26.28,2021-10-31 00:00:00,2.1197012e-13,17.561098,5596.961,69.53201817458903,1221.0585853017242
0.0,0.0,26.19,91.37,1.775,0.0,100.705,0.0,26.19,2021-10-31 00:30:00,9.00775e-12,17.443933,5489.782,66.15931398463101,1154.0786404732708
0.0,0.0,26.1,91.66,1.75,0.0,100.67,0.0,26.1,2021-10-31 01:00:00,1.8669708e-11,17.06844,5396.108,65.62928787909915,1120.1895624059057
0.0,0.0,26.025,91.79,1.695,0.0,100.645,0.0,26.025,2021-10-31 01:30:00,1.4961385e-11,17.044235,5319.192,63.199061505470766,1077.179656077752
0.0,0.0,25.95,91.92,1.64,0.0,100.62,0.0,25.95,2021-10-31 02:00:00,1.2362274e-12,16.915854,5247.341,61.41138277104636,1038.8259848930597
0.0,0.0,25.89,92.01,1.6,0.0,100.625,0.0,25.89,2021-10-31 02:30:00,1.550329e-11,16.910423,5196.488,60.67967887631547,1026.1190373017187
0.0,0.0,25.83,92.1,1.56,0.0,100.63,0.0,25.83,2021-10-31 03:00:00,1.6430989e-11,16.367794,5154.322,57.65090877571592,943.6181987527631
0.0,0.0,25.79,92.025,1.49,0.0,100.645,0.0,25.79,2021-10-31 03:30:00,2.8326636e-12,16.250998,5141.609,57.30572933869284,931.2752928714764
0.0,0.0,25.75,91.95,1.42,0.0,100.66,0.0,25.75,2021-10-31 04:00:00,3.2744807e-11,15.574513,5110.8,55.86508763945319,870.0715336849737
0.0,0.0,25.73,91.705,1.365,0.0,100.69,0.0,25.73,2021-10-31 04:30:00,2.9587869e-12,15.579355,5104.399,56.243924993234806,876.2440740628111
0.0,0.0,25.71,91.46,1.31,0.0,100.72,0.0,25.71,2021-10-31 05:00:00,7.4482885e-11,15.7624855,5135.098,56.25066483860887,886.6502888797424
0.155,0.155,25.835,91.405,1.265,0.1,100.755,0.155,25.835,2021-10-31 05:30:00,5.727015e-13,15.699848,5203.128,58.69684430234383,921.5315336264305
0.31,0.31,25.96,91.35,1.22,0.2,100.79,0.31,25.96,2021-10-31 06:00:00,2.362206e-12,15.632561,5277.081,58.08593543372536,908.031928909636
0.66,0.68,26.44,89.94,1.385,0.42,100.825,0.66,26.44,2021-10-31 06:30:00,5.123155e-14,16.266249,5342.054,58.00074108592068,943.4544966881132
1.01,1.05,26.92,88.53,1.55,0.64,100.86,1.01,26.92,2021-10-31 07:00:00,3.6748377e-13,13.7311325,5439.402,59.41299035332658,815.8076427627271
1.425,1.465,27.255,86.17,1.59,0.8,100.895,1.425,27.255,2021-10-31 07:30:00,2.1792522e-12,13.614228,5595.201,61.1329110300061,832.2773890660847
1.84,1.88,27.59,83.81,1.63,0.96,100.93,1.84,27.59,2021-10-31 08:00:00,2.7545388e-12,15.766,5765.861,69.35753184352068,1093.4908470447558
2.09,2.255,27.875,82.12,1.66,1.05,100.945,2.09,27.875,2021-10-31 08:30:00,4.758678e-13,15.868429,5922.6,68.16344975773637,1081.6468628756745
2.34,2.63,28.16,80.43,1.69,1.14,100.96,2.34,28.16,2021-10-31 09:00:00,3.2993283e-13,16.609308,6022.074,79.66935337064271,1323.2528282938165
2.55,2.89,28.46,79.1,1.68,1.06,100.95,2.55,28.46,2021-10-31 09:30:00,1.4416573e-11,16.820839,6093.379,82.1002526767207,1380.9951321332542
2.76,3.15,28.76,77.77,1.67,0.98,100.94,2.76,28.76,2021-10-31 10:00:00,8.347572e-12,16.952452,6152.577,91.75813051199492,1555.5253031135633
2.885,3.27,29.0,76.62,1.6,1.165,100.9,2.885,29.0,2021-10-31 10:30:00,4.1345634e-12,16.963202,6183.202,93.50374430508637,1586.122902403143
3.01,3.39,29.24,75.47,1.53,1.35,100.86,3.01,29.24,2021-10-31 11:00:00,4.9981868e-12,16.950804,6171.662,93.66562338282228,1587.7076234995693
2.95,3.39,29.41,74.545,1.43,1.18,100.805,2.95,29.41,2021-10-31 11:30:00,3.34575e-12,16.851982,6124.601,83.90877258694671,1414.0291252770385
2.89,3.39,29.58,73.62,1.33,1.01,100.75,2.89,29.58,2021-10-31 12:00:00,1.10102337e-13,16.694609,6070.969,82.06132630636294,1369.9817567061345
2.695,3.225,29.67,73.015,1.235,1.145,100.7,2.695,29.67,2021-10-31 12:30:00,3.1275466e-12,16.715996,6040.324,82.67531852816711,1382.0002938153089
2.5,3.06,29.76,72.41,1.14,1.28,100.65,2.5,29.76,2021-10-31 13:00:00,3.752292e-11,16.673351,6032.715,99.79892858071462,1663.9825656464418
2.1,2.765,29.82,72.21,1.03,1.145,100.615,2.1,29.82,2021-10-31 13:30:00,1.3746737e-11,16.707275,6025.862,77.44387166719356,1293.8760610074467
1.7,2.47,29.88,72.01,0.92,1.01,100.58,1.7,29.88,2021-10-31 14:00:00,3.333844e-12,16.73563,6063.166,81.77544421729328,1368.5635775059875
1.125,2.08,29.945,72.01,0.78,0.66,100.565,1.125,29.945,2021-10-31 14:30:00,2.4179287e-12,16.532063,6073.494,78.69858606636195,1301.0499828598277
0.55,1.69,30.01,72.01,0.64,0.31,100.55,0.55,30.01,2021-10-31 15:00:00,8.0320966e-13,16.264782,6029.917,79.20608167757666,1288.269651559915
0.37,1.255,29.88,72.935,0.515,0.22,100.555,0.37,29.88,2021-10-31 15:30:00,1.7143065e-12,16.36623,5984.834,71.12965647323641,1164.1243176618539
0.19,0.82,29.75,73.86,0.39,0.13,100.56,0.19,29.75,2021-10-31 16:00:00,1.4301039e-13,16.566372,5942.336,70.62874546048685,1170.0620711917265
0.125,0.47,29.375,75.36,0.365,0.1,100.59,0.125,29.375,2021-10-31 16:30:00,3.7018587e-13,16.651354,5903.58,68.51220134694246,1140.8209179471905
0.06,0.12,29.0,76.86,0.34,0.07,100.62,0.06,29.0,2021-10-31 17:00:00,7.843715e-13,16.618841,5905.16,70.94938457151537,1179.0965412418113
0.03,0.06,28.65,78.815,0.37,0.035,100.665,0.03,28.65,2021-10-31 17:30:00,1.9563748e-11,16.225052,5897.914,70.48674080923328,1143.6510349389532
0.0,0.0,28.3,80.77,0.4,0.0,100.71,0.0,28.3,2021-10-31 18:00:00,9.065508e-12,16.388468,5908.132,70.90472264006287,1162.019778034903
0.0,0.0,28.17,80.96,0.475,0.0,100.75,0.0,28.17,2021-10-31 18:30:00,4.728561e-12,16.451187,5951.177,72.4853408627714,1192.4698972918509
0.0,0.0,28.04,81.15,0.55,0.0,100.79,0.0,28.04,2021-10-31 19:00:00,2.9058163e-13,15.399157,5994.695,77.81180101261694,1198.2361402460247
0.0,0.0,27.92,81.68,0.635,0.0,100.82,0.0,27.92,2021-10-31 19:30:00,3.361269e-11,15.389713,6001.494,75.9101050297371,1168.2347302049589
0.0,0.0,27.8,82.21,0.72,0.0,100.85,0.0,27.8,2021-10-31 20:00:00,2.7633054e-12,17.334011,5967.981,72.5352751742044,1257.3272577574855
0.0,0.0,27.69,82.62,0.795,0.0,100.86,0.0,27.69,2021-10-31 20:30:00,3.35868e-11,17.36439,5955.183,73.64517479922971,1278.8035368295227
